,LATITUDE,LONGITUDE,CITY,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,INSTURL,C150_4,RET_FT4,ADM_RATE,GRAD_DEBT_MDN,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,RPY_1YR_RT,RPY_3YR_RT,RPY_5YR_RT,RPY_7YR_RT
Pima Medical Institute-Albuquerque,35.1055,-106.5947,Albuquerque,11,NULL,NULL,3,pmi.edu,NULL,NULL,NULL,9498,4600,13200,35800,50600,0.701478007,0.614709852,0.573035096,0.612936084
Prescott College,34.5445,-112.4765,Prescott,13,29732,29732,2,www.prescott.edu,0.3768,0.7344,0.7293,25000,5100,12400,38100,48300,0.805447471,0.815551537,0.81147541,0.910526316
Refrigeration School Inc,33.4487,-111.9894,Phoenix,11,NULL,NULL,3,refrigerationschool.com,NULL,NULL,NULL,12708,7000,19500,50600,64500,0.747727273,0.613585746,0.548780488,0.601202405
Rio Salado College,33.4131,-111.9752,Tempe,12,1974,7758,1,www.rio.maricopa.edu,NULL,NULL,NULL,15000,6300,17700,48100,67200,0.339156544,0.368596739,0.503764545,0.647540984
Roberto-Venn School of Luthiery,33.4547,-112.0864,Phoenix,11,NULL,NULL,3,www.roberto-venn.com,NULL,NULL,NULL,7307,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.75,0.784313725
Hair Academy of Safford,32.8353,-109.7277,Safford,41,NULL,NULL,3,hairacademy.com,NULL,NULL,NULL,8000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.48,0.425925926,PrivacySuppressed,0.588235294
Scottsdale Community College,33.5095,-111.8873,Scottsdale,41,1974,7758,1,www.scottsdalecc.edu,NULL,NULL,NULL,PrivacySuppressed,5400,15500,44100,61400,0.607521186,0.629174853,0.678458623,0.682188065
South Mountain Community College,33.381,-112.0575,Phoenix,11,1974,7758,1,www.southmountaincc.edu,NULL,NULL,NULL,PrivacySuppressed,5100,12400,34500,48100,0.374603175,0.413793103,0.472636816,0.661490683
Arizona Christian University,33.5951,-112.0262,Phoenix,11,21832,21832,2,www.arizonachristian.edu,0.4737,0.6809,0.6076,22625,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.714285714,0.748917749,0.811188811,0.8
Tucson College,32.2218,-110.8835,Tucson,11,NULL,NULL,3,www.tucsoncollege.edu,NULL,NULL,NULL,9500,3100,10300,28200,36800,0.43902439,0.295505618,0.267386091,0.435736677
Universal Technical Institute of Arizona Inc,33.4535,-112.2897,Avondale,22,NULL,NULL,3,www.uti.edu,NULL,NULL,NULL,18363,9300,20800,47200,61500,0.704832022,0.632117031,0.726933915,0.745626367
Western International University,33.6007,-112.1184,Tempe,12,6000,6000,3,www.west.edu,0.1883,0.1786,NULL,33718.5,5100,14700,46500,69300,0.681925344,0.692321623,0.619307192,0.478571072
Empire Beauty School-NW Phoenix,33.5381,-112.1182,Glendale,11,NULL,NULL,3,www.empire.edu,NULL,NULL,NULL,9083,4300,9900,27000,38700,0.29638009,0.454248366,0.480769231,0.540880503
Yavapai College,34.5475,-112.4542,Prescott,13,1872,7920,1,www.YC.EDU,NULL,NULL,NULL,10926,4600,12100,36000,54100,0.545936396,0.528830313,0.581780538,0.641237113
University of Arkansas at Little Rock,34.7266,-92.3418,Little Rock,12,7094,16871,1,ualr.edu/www/,0.2438,0.6973,0.5274,23000,5800,16400,42100,57700,0.612704432,0.657655611,0.63506013,0.702285231
University of Arkansas for Medical Sciences,34.7497,-92.3209,Little Rock,12,NULL,NULL,1,www.uams.edu,NULL,NULL,NULL,12820,26200,40300,79100,124200,0.933667084,0.930825243,0.925329429,0.916550765
ABC Beauty College Inc,34.1223,-93.0816,Arkadelphia,32,NULL,NULL,3,www.abc-beautycollege.com,NULL,NULL,NULL,16500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.319444444,0.236842105,0.4,0.480769231
Arkansas Baptist College,34.7348,-92.2906,Little Rock,12,8040,8040,2,www.arkansasbaptist.edu,0.1588,0.3945,NULL,38125,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.110859729,0.119341564,0.195121951,0.363636364
Arkansas Beauty School,34.6691,-92.3348,Little Rock,12,NULL,NULL,3,arkbeautyschool.com,NULL,NULL,NULL,10500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.179104478,0.179104478,0.453333333,0.413793103
Arkansas Beauty College,35.2786,-93.1352,Russellville,33,NULL,NULL,3,arkansasbeautycollegerussellville.com,NULL,NULL,NULL,6333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.725490196,0.5,0.34375,PrivacySuppressed
Lyon College,35.7789,-91.6281,Batesville,33,23594,23594,2,www.lyon.edu,0.4965,0.6981,0.5898,25000,9200,17800,37500,50100,0.823255814,0.798283262,0.856321839,0.882575758
Arkansas College of Barbering and Hair Design,34.7536,-92.2663,North Little Rock,13,NULL,NULL,3,www.arkansascollegeofbarbering.com,NULL,NULL,NULL,12619.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.417808219,0.337748344,0.224,0.376344086
Arkansas College of Barbering and Hair Design,NULL,NULL,Little Rock,NULL,NULL,NULL,3,http://www.arkansascollegeofbarbering.com,NULL,NULL,NULL,12619.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.417808219,0.337748344,0.224,0.376344086
Arthur's Beauty College Inc-Fort Smith,35.38,-94.411,Fort Smith,13,NULL,NULL,3,www.arthursbeautycollege.com,NULL,NULL,NULL,7400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.731707317,0.595238095,0.476190476,0.571428571
University of Arkansas,36.0615,-94.1782,Fayetteville,13,7818,19074,1,www.uark.edu,0.601,0.821,0.5858,21524,10300,21600,48600,65500,0.848619072,0.85152947,0.855536818,0.890333255
University of Arkansas at Pine Bluff,34.2422,-92.0213,Pine Bluff,13,5938,11638,1,www.uapb.edu,0.2583,0.5621,0.277,27954.5,4100,10100,31400,44400,0.358115183,0.407279882,0.431013431,0.541533546
Arkansas State University-Beebe,35.0745,-91.8962,Beebe,31,2099,3949,1,www.asub.edu,NULL,NULL,NULL,6750,3900,13100,36000,50800,0.597424893,0.612295082,0.620808255,0.694591729
Arkansas State University-Main Campus,35.8428,-90.6805,Jonesboro,13,7510,13120,1,www2.astate.edu,0.3698,0.7312,0.7551,20959,6100,14400,38200,53400,0.64465698,0.646862951,0.664601084,0.767361709
Arkansas Tech University,35.2952,-93.1323,Russellville,33,5598,10374,1,www.atu.edu,0.4025,0.6937,0.8503,17528,6500,15600,39000,53700,0.66840052,0.656991261,0.692081031,0.746049661
University of Arkansas at Monticello,33.5898,-91.813,Monticello,33,5793,11590,1,www.uamont.edu,0.2804,0.424,NULL,15418.5,6800,13800,37700,53000,0.494629734,0.490326147,0.540888603,0.641304348
Arthur's Beauty College Inc-Jacksonville,34.8918,-92.1023,Jacksonville,21,NULL,NULL,3,arthursbeautycollege.com,NULL,NULL,NULL,9900,1500,5700,21100,32700,0.604060914,0.456410256,0.502564103,0.535885167
Baptist Health Schools-Little Rock,34.7131,-92.4069,Little Rock,12,7804,7804,2,www.bhslr.edu,NULL,NULL,0.8615,14750,14800,30900,56900,71700,0.77184466,0.802163833,0.788990826,NULL
Black River Technical College,36.2398,-90.951,Pocahontas,41,2520,5208,1,www.blackrivertech.edu,NULL,NULL,NULL,10559,3300,10200,31500,44500,0.473309609,0.483146067,0.587848933,0.578330893
University of Central Arkansas,35.0782,-92.4593,Conway,13,7595,13340,1,www.uca.edu,0.4203,0.6977,0.8997,21617,8000,17500,41500,56300,0.725331945,0.762225549,0.75175827,0.765104167
Central Baptist College,35.0846,-92.4441,Conway,13,13350,13350,2,www.cbc.edu,0.3874,0.6731,0.5407,20501,6200,18700,42100,60700,0.752941176,0.764492754,0.745535714,0.77992278
Cossatot Community College of the University of Arkansas,34.0434,-94.3673,De Queen,41,2212,5062,1,www.cccua.edu/,NULL,NULL,NULL,NULL,3000,10700,27800,39300,NULL,NULL,NULL,NULL
Crowley's Ridge College,36.0662,-90.5848,Paragould,41,10900,10900,2,www.crc.edu/,0.2931,0.6613,NULL,13350,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.525641026,0.5375,0.613207547,0.748031496
Crowley's Ridge Technical Institute,35.0419,-90.7678,Forrest City,32,1350,1350,1,www.crti.tec.ar.us,NULL,NULL,NULL,NULL,3500,9000,29600,43100,NULL,NULL,NULL,NULL
East Arkansas Community College,35.0397,-90.7674,Forrest City,32,2520,3270,1,WWW.EACC.EDU,NULL,NULL,NULL,3197,3500,10400,29800,45900,0.467105263,0.496932515,0.541237113,0.528169014
Eastern College of Health Vocations-Little Rock,34.7511,-92.3412,Little Rock,12,NULL,NULL,3,www.easterncollege.edu,NULL,NULL,NULL,3888,2500,9000,25100,31900,0.403761062,0.420242024,0.418457649,0.442558747
Imagine-Paul Mitchell Partner School,34.7913,-92.2213,North Little Rock,13,NULL,NULL,3,www.pmlittlerock.com,NULL,NULL,NULL,12500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.538860104,0.52,0.533333333,NULL
National Park Community College,34.5127,-93.1171,Hot Springs,23,3020,4490,1,www.npcc.edu,NULL,NULL,NULL,18477,3700,10400,31800,46200,0.433551198,0.387776607,0.466898955,0.601036269
University of Arkansas Community College-Batesville,35.7929,-91.6161,Batesville,33,2166,3942,1,www.uaccb.edu,NULL,NULL,NULL,9350,4000,11700,33500,49400,0.49368864,0.48840382,0.557755776,0.603119584
Harding University,35.2496,-91.729,Searcy,32,16170,16170,2,www.harding.edu,0.6219,0.8234,0.7628,26250,8600,18600,44600,60000,0.867017775,0.876754118,0.884438608,0.913852178
Harding School of Theology,NULL,NULL,Memphis,NULL,12006,NULL,2,http://hst.edu/,NULL,NULL,NULL,26250,8600,18600,44600,60000,0.867017775,0.876754118,0.884438608,0.913852178
Henderson State University,34.1278,-93.0603,Arkadelphia,32,7580,13700,1,www.hsu.edu,0.2854,0.5716,0.6221,20191,7600,15800,39100,50400,0.639652677,0.650205761,0.659793814,0.742981909
Hendrix College,35.0997,-92.442,Conway,13,37816,37816,2,www.hendrix.edu,0.6959,0.878,0.8039,24924,5200,13100,37300,50200,0.894428152,0.869688385,0.888888889,0.935483871
Hot Springs Beauty College,34.4963,-93.0384,Hot Springs,13,NULL,NULL,3,hotspringsbeautycollege.com,NULL,NULL,NULL,4000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.634146341,0.575,PrivacySuppressed,PrivacySuppressed
Jefferson Regional Medical Center School of Nursing,34.1878,-92.018,Pine Bluff,13,NULL,NULL,2,www.jrmc.org,NULL,NULL,NULL,16246,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.771929825,0.762711864,PrivacySuppressed,PrivacySuppressed
John Brown University,36.1911,-94.5591,Siloam Springs,32,22734,22734,2,www.jbu.edu,0.6537,0.8239,0.6982,22500,12300,23600,54500,75000,0.912019827,0.931360947,0.933507171,0.93649085
Lees School of Cosmetology,34.782,-92.2967,North Little Rock,13,NULL,NULL,3,LSCTraining.com,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.488372093,PrivacySuppressed,0.677419355,0.5
Career Academy of Hair Design,36.1676,-94.1318,Springdale,13,NULL,NULL,3,www.beautynwa.com,NULL,NULL,NULL,9855,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.614035088,0.513043478,PrivacySuppressed,NULL
Career Academy of Hair Design-Siloam Springs,NULL,NULL,Siloam Springs,NULL,NULL,NULL,3,http://www.beautynwa.com,NULL,NULL,NULL,9855,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.614035088,0.513043478,PrivacySuppressed,NULL
Career Academy of Hair Design-Rogers,NULL,NULL,Rogers,NULL,NULL,NULL,3,http://www.beautynwa.com,NULL,NULL,NULL,9855,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.614035088,0.513043478,PrivacySuppressed,NULL
Career Academy of Hair Design-Fayetteville,NULL,NULL,Fayetteville,NULL,NULL,NULL,3,http://www.beautynwa.com,NULL,NULL,NULL,9855,NULL,NULL,NULL,NULL,NULL,0.513043478,PrivacySuppressed,NULL
Marsha Kay Beauty College,36.3447,-92.386,Mountain Home,33,NULL,NULL,3,marshakaybeautycollege.com,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
Academy of Salon and Spa,35.3809,-94.4163,Fort Smith,13,NULL,NULL,3,www.academysalonspa.com,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.519685039,0.42519685,0.530120482,PrivacySuppressed
Mid-South Community College,35.1457,-90.2229,West Memphis,21,2458,7498,1,www.midsouthcc.edu,NULL,NULL,NULL,NULL,4100,11300,29800,41800,NULL,NULL,NULL,NULL
Arkansas Northeastern College,35.8974,-89.9225,Blytheville,41,1954,3634,1,www.anc.edu,NULL,NULL,NULL,3062.5,3900,10700,32800,47100,0.574750831,0.493589744,0.592105263,0.625925926
Margaret's Hair Academy Inc,33.6292,-91.7887,Monticello,33,NULL,NULL,3,NULL,NULL,NULL,NULL,4786,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
New Tyler Barber College Inc,34.7591,-92.2541,North Little Rock,13,NULL,NULL,3,newtylerbarbercollege.com,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.169014085,0.202531646,0.352941176,0.367647059
North Arkansas College,36.2205,-93.0873,Harrison,33,1896,4176,1,www.northark.edu,NULL,NULL,NULL,11500,3500,10900,32000,45300,0.521333333,0.50982962,0.568067227,0.623355263
Northwest Technical Institute,36.1786,-94.1164,Springdale,13,2321,2321,1,www.nwti.edu,NULL,NULL,NULL,NULL,3700,12300,38300,48100,NULL,NULL,NULL,NULL
Ouachita Baptist University,34.125,-93.0524,Arkadelphia,32,22370,22370,2,www.obu.edu,0.6022,0.7631,0.7011,23500,7700,17100,41300,55300,0.866515837,0.844298246,0.852791878,0.895669291
College of the Ouachitas,34.3787,-92.8214,Malvern,31,3367,5917,1,www.coto.edu,NULL,NULL,NULL,9250,3700,10000,33800,46600,0.648550725,0.596491228,0.611353712,0.65408805
Ozarka College,36.053,-91.8964,Melbourne,43,2414,4766,1,www.ozarka.edu,NULL,NULL,NULL,12750,3900,10700,30100,44000,0.378585086,0.429084381,0.486666667,0.586111111
University of the Ozarks,35.4778,-93.4679,Clarksville,33,24350,24350,2,www.ozarks.edu,0.4831,0.6943,0.6136,24000,5900,12600,36900,44700,0.759358289,0.75,0.754901961,0.887966805
University of Arkansas Community College-Morrilton,35.1721,-92.7285,Morrilton,32,2309,3233,1,www.uaccm.edu,NULL,NULL,0.5838,9500,5000,12200,34800,50900,0.678504673,0.625225225,0.662870159,0.731301939
Philander Smith College,34.7367,-92.2824,Little Rock,12,12564,12564,2,www.philander.edu,0.4462,0.5432,NULL,31000,4600,10600,29200,40800,0.238095238,0.317010309,0.358024691,0.484992101
Phillips Community College of the University of Arkansas,34.545,-90.6177,Helena,41,2375,4055,1,www.pccua.edu,NULL,NULL,NULL,PrivacySuppressed,3100,9500,27600,41700,0.466292135,0.445054945,0.574879227,0.547325103
Southeast Arkansas College,34.2098,-92.0247,Pine Bluff,13,2980,5440,1,www.seark.edu,NULL,NULL,NULL,8300,4000,10900,33000,44100,0.401050788,0.42,0.510040161,0.538626609
Professional Cosmetology Education Center,33.2151,-92.6631,El Dorado,33,NULL,NULL,3,www.professionalcosmetologyeducation.edu,NULL,NULL,NULL,10798,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.583333333,0.448979592,PrivacySuppressed,NULL
Pulaski Technical College,34.7824,-92.2997,North Little Rock,13,3507,5247,1,www.pulaskitech.edu,NULL,NULL,NULL,22862.5,4100,11800,35200,48200,0.308215071,0.374428354,0.409649123,0.54403778
University of Arkansas Community College-Hope,33.6479,-93.5845,Hope,32,2281,4396,1,www.uacch.edu,NULL,NULL,NULL,4500,3600,11200,33400,48400,0.495934959,0.559055118,0.604651163,0.533333333
Rich Mountain Community College,34.5908,-94.2197,Mena,33,2208,5064,1,www.rmcc.edu,NULL,NULL,NULL,NULL,2800,9700,26100,36300,NULL,NULL,NULL,NULL
Paul Mitchell the School-Arkansas,36.0787,-94.1565,Fayetteville,13,NULL,NULL,3,www.pmtsarkansas.com,NULL,NULL,NULL,9833,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.590361446,0.518987342,0.509433962,0.666666667
Searcy Beauty College Inc,35.2377,-91.7345,Searcy,32,NULL,NULL,3,searcybeautycollege.com/,NULL,NULL,NULL,7600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.435483871,0.492063492,0.372881356,0.659090909
Shorter College,NULL,NULL,N Little Rock,13,2100,2100,2,www.shortercollege.org/,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Williams Baptist College,36.1268,-90.9399,Walnut Ridge,42,13750,13750,2,www.wbcoll.edu,0.3985,0.5878,0.6798,19000,6700,15400,34000,46800,0.81512605,0.817460317,0.793706294,0.822834646
South Arkansas Community College,33.2094,-92.6661,El Dorado,33,2200,4264,1,www.southark.edu,NULL,NULL,NULL,11000,5900,13800,36900,51600,0.558935361,0.498181818,0.586124402,0.605150215
Southern Arkansas University Main Campus,33.2912,-93.2351,Magnolia,33,7466,10616,1,WWW.SAUMAG.EDU,0.2973,0.6433,0.6081,17216.5,7100,16000,40300,56200,0.617549669,0.599522293,0.664239482,0.698438784
Southern Arkansas University Tech,33.6039,-92.839,Camden,42,4080,5520,1,www.sautech.edu,NULL,NULL,NULL,5500,4200,12100,35900,48400,0.392026578,0.444794953,0.59047619,0.558823529
Velvatex College of Beauty Culture,34.7357,-92.2898,Little Rock,12,NULL,NULL,3,www.velvatexcollege.com,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
University of Arkansas-Fort Smith,35.3853,-94.3741,Fort Smith,13,4528,10072,1,uafs.edu/,0.2291,0.6217,0.5736,17432,6200,13600,36400,50400,0.596914557,0.589004229,0.660358056,0.688772846
Academy of Art University,37.7877,-122.4007,San Francisco,11,19130,19130,3,www.academyart.edu,0.3188,0.71,NULL,34000,4400,13000,44700,65900,0.553630667,0.552890423,0.64399032,0.733988478
ITT Technical Institute-Rancho Cordova,38.5917,-121.2815,Rancho Cordova,13,18048,18048,3,www.itt-tech.edu,0.4167,NULL,0.3845,25833.5,6400,16100,44700,64300,0.42789512,0.394119686,0.470262343,0.581587749
Academy of Chinese Culture and Health Sciences,37.8067,-122.2727,Oakland,11,NULL,NULL,2,www.acchs.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,PrivacySuppressed,PrivacySuppressed
The Academy of Radio and TV Broadcasting,33.7289,-117.9877,Huntington Beach,21,NULL,NULL,3,WWW.ARBRADIO.COM,NULL,NULL,NULL,9500,5500,12600,36600,50900,0.423076923,0.331838565,0.414285714,0.558510638
Avalon School of Cosmetology-Alameda,37.7642,-122.2436,Alameda,21,NULL,NULL,3,avalon.edu,NULL,NULL,NULL,11944,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.527027027,0.419491525,0.315789474,NULL
College of Alameda,37.7824,-122.2793,Alameda,21,1144,6256,1,www.peralta.edu,NULL,NULL,NULL,PrivacySuppressed,3400,9600,36900,53800,0.534883721,0.510204082,0.466666667,0.743589744
Allan Hancock College,34.943,-120.4215,Santa Maria,12,1346,6666,1,www.hancockcollege.edu/,NULL,NULL,NULL,9500,3300,11400,34400,50500,0.465648855,0.427536232,0.425742574,0.725663717
American Academy of Dramatic Arts-Los Angeles,34.0953,-118.3441,Los Angeles,11,30650,30650,2,WWW.AADA.EDU,NULL,NULL,0.1479,13240,3500,8100,34700,57200,0.69005848,0.681818182,0.675438596,0.822695035
American Baptist Seminary of the West,37.8653,-122.2561,Berkeley,12,NULL,NULL,2,www.absw.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
American Film Institute Conservatory,34.1085,-118.31,Los Angeles,11,NULL,NULL,2,www.AFI.com,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,PrivacySuppressed,PrivacySuppressed
American Beauty College,33.8844,-118.125,West Covina,21,NULL,NULL,3,www.american-beauty-college.com,NULL,NULL,NULL,4166,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
American Career College-Los Angeles,34.0792,-118.2923,Los Angeles,11,NULL,NULL,3,americancareercollege.edu/,NULL,NULL,NULL,9500,5200,13400,40000,55300,0.692709133,0.539042441,0.492364837,0.565063291
American Conservatory Theater,37.7873,-122.4049,San Francisco,11,NULL,NULL,2,www.act-sf.org,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
American River College,38.6497,-121.346,Sacramento,21,1104,7200,1,www.arc.losrios.edu/,NULL,NULL,NULL,11407.5,3300,10200,36900,55600,0.34148728,0.369633981,0.461538462,0.58667676
Everest College-Hayward,37.6754,-122.0848,Hayward,12,NULL,NULL,3,www.bryman.edu,NULL,NULL,NULL,9500,2900,10100,32200,44500,0.337822671,0.230515917,0.276089828,0.436046512
Antelope Valley College,34.6762,-118.1862,Lancaster,21,1104,5664,1,www.avc.edu,NULL,NULL,NULL,15000,3800,10200,36000,55300,0.225931301,0.277949624,0.338589212,0.526066351
Art Center College of Design,34.1708,-118.1869,Pasadena,12,36480,36480,2,www.artcenter.edu,0.6436,0.8038,0.8167,36187,6200,17000,64400,92100,0.833068362,0.83808096,0.835066865,0.893589744
Associated Technical College-Los Angeles,34.056,-118.2724,Los Angeles,11,NULL,NULL,3,www.atcla.edu,NULL,NULL,NULL,9000,4800,10900,32500,48200,0.83016983,0.413622902,0.393665158,NULL
Associated Technical College-San Diego,32.7157,-117.1582,San Diego,11,NULL,NULL,3,www.associatedtechcollege.com,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.839181287,0.62962963,0.330827068,NULL
Azusa Pacific University,34.1309,-117.888,Azusa,21,32256,32256,2,www.apu.edu,0.6486,0.8228,0.7985,25000,9300,20400,59600,83100,0.873935264,0.899326199,0.923421406,0.946376812
Bakersfield College,35.4108,-118.9735,Bakersfield,11,1324,7008,1,www.bakersfieldcollege.edu/,NULL,NULL,NULL,13388,4000,11100,35400,56500,0.380645161,0.351851852,0.543062201,0.590322581
Barstow Community College,34.8715,-117.0252,Barstow,32,1104,5400,1,www.barstow.edu,NULL,NULL,NULL,NULL,3100,11000,38100,55300,NULL,NULL,NULL,NULL
Bellus Academy-National City,32.6768,-117.0902,National City,21,NULL,NULL,3,www.bellusacademy.edu,NULL,NULL,NULL,16772.5,2900,6400,24400,36300,0.517361111,0.430921053,0.517948718,0.538461538
Bethesda University of California,33.8423,-117.9413,Anaheim,11,7620,7620,2,www.buc.edu,0.7826,0.9286,0.8321,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Biola University,33.9048,-118.0173,La Mirada,21,32142,32142,2,www.biola.edu,0.6819,0.8501,0.7286,23969,7200,18400,48700,70300,0.922782387,0.929334917,0.936155914,0.960653753
Brooks Institute,34.4186,-119.696,Santa Barbara,13,20120,20120,3,www.brooks.edu,0.3654,0.7727,0.98,31000,4000,11900,36600,52300,0.783958603,0.714285714,0.657434402,0.75147929
